编号,短信内容（法语）,"标签(1=垃圾,0=正常)",类别,备注
FR0154,"Salut bébé son Chloé, comment r u? J'ai été écrasé le samedi soir, c'était génial! Comment s'est passé votre week-end? U a été manquant de moi? SP visionsms.com Text stop pour arrêter 150p/text",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0155,"Oic parce que ma soeur n'a pas déjeuné aujourd'hui, mon père est sorti...",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0156,Nouveau TEXTBUDDY Chat 2 gars excités dans la zone ur 4 juste 25p Gratuit 2 recevoir Search postcode ou sur gaytextbuddy.com. TXT ONE nom à 89693. 08715500022 rpl Stop 2 cnl,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0157,"Merci pour votre commande de sonnerie, réf numéro K718. Votre mobile sera facturé £4.50. Si votre ton n'arrive pas, veuillez appeler le service client au 09065069120",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0158,Félicitations! Nokia 3650 vidéo camera phone is your Call 09066382422 Coût des appels 150ppm Ave call 3mins varie de mobiles 16+ Fermer 300603 post BCM4284 Ldn WC1N3XX,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0159,"Oh mon dieu, j'ai retrouvé ton numéro, je suis contente de m'envoyer un texto après cette msgs cst std ntwk chg 1,50 £",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0160,C'est la 2ème fois que nous avons essayé de contacter u. U ont gagné le prix £1450 pour réclamer juste appeler 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0161,Le montant mensuel n'est pas si terrible et vous ne paierez rien avant 6mois après la fin de l'école.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0162,Santa Call! Vos enfants aimeraient-ils un appel de Santa Xmas Eve? Appelez 09077818151 pour réserver votre temps. Appels1.50ppm last 3mins 30s T&C www.santacalling.com,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0163,Bonjour boytoy! Geee... Tu me manques aujourd'hui. J'aime t'envoyer un tm et te rappeler que je pense à toi... Et tu es aimé... *embrasser amoureux*,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0164,Moby Pub Quiz.Gagnez un prix de £100 High Street si vous savez qui sera la nouvelle duchesse de Cornwall? Txt son prénom à 82277.unsub STOP £1.50 008704050406 SP,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0165,"Je ne sais pas, je ne bois que du lait..",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0166,"Dans The Simpsons Movie sorti en juillet 2007 nom du groupe qui est mort au début du film? A-Green Day, B-Blue Day, C-Red Day. (Envoyer A, B ou C)",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0167,"Gratuit msg. Désolé, un service commandé à partir de 81303 n'a pas pu être livré car vous n'avez pas assez de crédit. Veuillez compléter pour recevoir le service.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0168,"Bonjour c'est Amy, nous vous enverrons un numéro de téléphone gratuit dans quelques jours, ce qui vous donnera accès à toutes les fêtes d'adultes...",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0169,Oups i thk i dun haf enuff... je vais vérifier puis dire à ü..,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0170,"Votre sonnerie gratuite est en attente d'être collectée. Il suffit de texte le mot de passe ""MIX"" à 85069 à vérifier. Obtenez Usher et Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0171,Voulez-vous un nouveau Nokia 3510i téléphone couleur LivréDemain? Avec 300 minutes gratuites à n'importe quel mobile + 100 textes gratuits + Caméscope gratuit réponse ou téléphoner 08000930705.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0172,SMS. ac Sptv: Les Devils du New Jersey et les Red Wings de Detroit jouent au hockey sur glace. Correct ou incorrect? Fin? Réponse END SPTV,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0173,URGENT! Votre mobile a reçu un prix Bonus Caller de £1 500 le 27/6/03. Notre dernière tentative 2 contacter U! Appelez 08714714011,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0174,Vous avez une importante annonce de service à la clientèle. Appelez FREEPHONE 0800 542 0825 maintenant!,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0175,"Je vais voir si je peux passer un peu, j'ai des choses à régler ici.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0176,Vous voulez le dernier combiné vidéo? 750 anytime any network mins? Demi-prix ligne de location? Répondre ou appeler 08000930705 pour la livraison demain,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0177,"Bonjour, aujourd'hui je suis en retard pour &lt;DECIMAL&gt; min.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0178,"Ça va marcher, merci.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0179,"Bonjour chéri comment allez-vous aujourd'hui? J'aimerais avoir une conversation, pourquoi ne me dites-vous pas à quoi vous ressemblez et ce que vous êtes dans sexy?",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0180,"tddnewsletter@emc1.co.uk (D'autres jeux de TheDailyDraw) Chère Helen, Des dizaines de jeux gratuits - avec de grands prixAvec..",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0181,En cours d'exécution mais seulement géré 5 minutes et puis besoin d'oxygène! Peut-être avoir recours à l'option de rouleau!,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0182,"Client Orange, vous pouvez maintenant réclamer votre mise à jour GRATUITE CAMERA PHONE pour votre fidélité. Appelez maintenant au 0207 153 9996. L'offre se termine le 14 mars.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0183,Gratuit pour la 1ère semaine! No1 Nokia tone 4 ur maf chaque semaine juste txt NOKIA à 87077 Obtenir txting et dire aux partenaires. zed POBox 36504 W45WQ norm150p/tone 16+,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0184,Comment se fait-il qu'il faut si peu de temps pour qu'un enfant qui a peur du noir devienne un adolescent qui veut rester dehors toute la nuit?,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0185,"Cher titulaire du bon, deux demandes d'offre de cette semaine, à votre PC aller à http://www.e-tlp.co.uk/expressoffer Ts&Cs s'appliquent.2 arrêter les textes txt STOP à 80062.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0186,"Pensez ur smart? Gagnez £200 cette semaine dans notre quiz hebdomadaire, text PLAY à 85222 maintenant!T&Cs GagnantsClub PO BOX 84, M26 3UZ. 16+. GBP1.50/semaine",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0187,100 dating service cal;l 09064012103 box334sk38ch,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0188,Et mon régime s'est envolé par la fenêtre.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0189,WOW! The Boys R Back. Prenez cette tournée 2007 au Royaume-Uni. Gagnez des billets VIP et pré-book avec VIP Club. Txt CLUB à 81303. Trackmarque Ltd info@vipclub4u.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0190,"C'est la 2ème fois que nous avons essayé 2 contact u. U ont gagné le prix 750 Pound. 2 réclamation est facile, appelez 08712101358 MAINTENANT! Seulement 10p par min. BT-national-rate",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0191,C'est à quel nombre que tu vis?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0192,Deux équipes attendent quelques joueurs,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0193,"LookAtMe!: Merci pour votre achat d'un clip vidéo de LookAtMe!, vous avez été facturé 35p. Pensez que vous pouvez faire mieux? Pourquoi ne pas envoyer une vidéo dans un MMSto 32323.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0194,"Angleterre v Macédoine - ne manquez pas les buts/nouvelles de l'équipe. Txt ur équipe nationale à 87077 par exemple ENGLAND à 87077 Essayez:WALES, SCOTLAND 4txt/ú1.20 POBOX36504W45WQ 16+",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0195,le soir de la poule. Aller avec une balançoire,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0196,Boltblue tones pour 150p Répondre POLY# ou MONO# par exemple POLY3 1. Cha Cha Diapositive 2. Ouais 3. Jamz lent 6. Toxique 8. Venez avec moi ou STOP 4 autres tons txt PLUS,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0197,"Si on y arrive, tu peux emménager avec moi :)",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0198,"Glissez votre mafia avec une collection d'Halloween d'un logo & message photo plus un ton eerie gratuit, txt CARD SPOOK à 8007 zed 08701417012150p par logo/pic",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0199,"En tant qu'abonné inscrit au tirage 4 ans, un chèque-cadeau de £100 sera entré sur réception d'un an correct. Quand seront les prochaines olympiques. Txt ans à 80062",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0200,J'espère que vous avez passé une bonne journée.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0201,"Même s'il est mon ami, c'est un prêtre qui l'appelle maintenant.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0202,Oui :) aller au restaurant..,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0203,"Pour votre chance de gagner un £250 wkly shopping spree TXT: SHOP à 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0204,Pathaya enketa maraikara pa',0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0205,Désolé da:)i a été pensé de vous appeler beaucoup de fois:)il occupé.i vous appellera à midi..,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0206,Block Breaker vient maintenant au format de luxe avec de nouvelles fonctionnalités et de grands graphismes de T-Mobile. Achetez pour seulement £5 en répondant GET BBDELUXE et de relever le défi,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0207,"C'est cool, je veux te faire plaisir...",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0208,Urgent! S'il vous plaît appelez 09061213237 à partir d'une ligne fixe. £ 5000 cash ou un 4* vacances attendent la collection. T & Cs SAE PO Box 177 M227XY. 16+,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0209,Quelqu'un a rencontré notre service de rencontres et est entré dans votre téléphone parce qu'ils vous aiment!Pour savoir qui il est appelé de la ligne fixe 09111030116. PoBox12n146tf15,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0210,Aiyah u s'est déjà bien passé.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0211,"500 nouveaux Mobiles de 2004, DOIVENT GO! Txt: NOKIA to No: 89545 & collectionnez le vôtre dès aujourd'hui!À partir de UNIQUEMENT £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0212,"Quel est cet endroit ""hex"" dont vous parlez? Expliquez!",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0213,"D'accord alors, dis-moi que tu viendras plus tard.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0214,"Félicitations! 2 Videophones 3G mobiles R le vôtre. appelez le 09061744553 maintenant! videochat wid ur mates, jouer à des jeux de java, Dload polyH musique, noline locationl. bx420. ip4. 5we. 150pm",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0215,1er wk GRATUIT! Gr8 tons str8 2 u chaque wk. Txt NOKIA ON à 8007 pour les tons Nokia Classic ou HIT ON à 8007 pour les Polys. Nokia/150p Poly/200p 16+,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0216,Vous êtes à la bibliothèque?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0217,C'est un acteur wombarfull,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0218,22 jours pour commencer! Pour Euro2004 U sera tenu à jour avec les dernières nouvelles et les résultats quotidiens. À supprimer envoyer GET TXT STOP à 83222,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0219,Ce message vous est apporté par GMW Ltd. et n'est pas connecté au,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0220,"Désolé lor da gus neva c u en personne, mais ils connaissent en quelque sorte u lor. Donc u wan 2 les rencontrent xy me demander 2 amener u le long de 4 notre prochaine réunion.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0221,"Oui, n'importe quel plm au bureau de l'Office.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0222,"Hiya, probablement rentrer à la maison * week-end après le prochain",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0223,Entrée GRATUITE dans notre comp hebdomadaire £250 juste envoyer le mot WIN à 80086 MAINTENANT. 18 T&C www.txttowin.co.uk,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0224,Est-ce qu'il vient de dire que quelqu'un s'appelle Tampa?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0225,"Oui, bien que x...",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0226,<Forwarded from 21870000>Hi - c'est votre alerte Messagerie Messagerie SMS. Vous avez 4 messages. Vous avez 21 matches. S'il vous plaît rappeler le 09056242159 pour récupérer vos messages et les matches,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0227,"FreeMSG Vous avez reçu un mini DIGITAL CAMERA GRATUIT, il suffit de répondre SNAP pour récupérer votre prix! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0228,Vous voulez 2 se faire baiser ce soir? Vous voulez de vrais emplacements de dogging envoyés directement 2 ur Mob? Rejoignez le plus grand réseau de dogging du Royaume-Uni en txting MOAN à 69888Nyt. ec2a. 31p.msg@150p,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0229,25p 4 alfie Moon's Children in need chant on ur mob. Tell ur m8s. Txt Tone charité à 8007 pour Nokias ou Poly charité pour polys: zed 08701417012 bénéfice 2 charité.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0230,J'aime pas cher! Mais je suis heureux d'éclabousser le vin si cela vous fait vous sentir mieux..,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0231,Répondre à gagner £100 hebdomadaire! Quel sport professionnel joue Tiger Woods? Envoyer STOP à 87239 pour terminer le service,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0232,Toujours dans le coin du restaurant. Il va essayer de revenir bientôt,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0233,vos 500 messages texte gratuits sont valables jusqu'au 31 décembre 2005.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0234,"Dizzamn, je demanderai à mes colocataires à mon retour.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0235,Numéro de la promotion: 8714714 - UR a attribué une City Break et pourrait WIN une £200 Summer Shopping spree chaque WK. Txt STORE à 88039. SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0236,"Frnd ne juz pas un mot.....pas seulement une relation.....sa promesse silencieuse qui dit... ""Je serai avec VOUS "" Oùvr.. Whereevr.. Forevr... Gudnyt cher..",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0237,Check mail.i ont posté varma et gardé copie à vous concernant l'adhésion.Take attention.insha allah.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0238,"C'est bon je ne suis pas occupé, mais je m'ennuie vraiment trop donc je m'ennuie donc j'ai oso dunno wat couleur qu'elle choisit 4 moi un.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0239,Vous avez gagné un Nokia 7250i. C'est ce que vous obtenez lorsque vous gagnez notre vente aux enchères GRATUITE. Pour participer envoyez Nokia à 86021 maintenant. HG/Suite342/2Lands Row/W1JHL 16+,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0240,8007 25p 4 Alfie Moon's Children in Need chanson sur ur maf. Tell ur m8s. Txt TONE CHARITY à 8007 pour nokias ou POLY CHARITY pour polys :zed 08701417012 bénéfice 2 charité,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0241,Merci. Est-ce que tu sors généralement avec les bordels?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0242,"Offre Xmas! Dernier Motorola, SonyEricsson & Nokia & gratuit Bluetooth ou DVD! Double Mins & 1000 Txt sur Orange. Appelez MobileUpd8 au 08000839402 ou call2optout/4QF2",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0243,"Ur balance est maintenant £600. Question suivante: Remplissez le point de repère, Big, A. Bob, B. Barry ou C. Ben?. Texte A, B ou C à 83738. Bonne chance!",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0244,"les numéros de vodafone d'aujourd'hui se terminant par 0089(mes quatre derniers chiffres) sont sélectionnés pour recevoir une bourse £350. Si votre numéro correspond, veuillez appeler le 09063442151 pour réclamer votre bourse £350",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0245,"Non, ça veut juste dire que tu as une grosse tête",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0246,Je veux bien me tenir au courant.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0247,Vous intrépide duo vous! Amusez-vous bien et à bientôt.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0248,Cher abonné au tirage 4 £100 chèque-cadeau sera entré sur réception d'un an correct. Quand Elvis Presleys a-t-il été anniversaire? Réponse TXT à 80062,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0249,Carlos sera là dans une minute si tu as encore besoin d'acheter,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0250,"u r souscrit 2 TEXTCOMP 250 wkly comp. 1st wk?s question gratuite suit, wks charged@150p/msg.2 désabonnement txt STOP 2 84128,custcare 08712405020",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0251,"Viens me voir tout de suite, Ahmad.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0252,Cher porte-bons Prenez votre prochain repas sur nous. Utilisez le lien suivant sur votre pc 2 profitez d'une expérience culinaire 2 4 1http://www.vouch4me.com/etlp/dining.asp,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0253,Merci pour votre abonnement à Ringtone UK votre mobile sera facturé £5/mois Veuillez confirmer en répondant OUI ou NON. Si vous répondez NON vous ne serez pas facturé,1,spam,SpamShield 真实数据（CC-BY-4.0）
